id,work,address,salary,request,nation,descripe,city,salary_low,salary_high,diploma,class,class_name,class_name_english,diploma_english,work_english
126,iOS Leader,北京-酒仙桥,20k-25k,经验5-10年 / 本科,"移动互联网,旅游 / 上市公司",“技术氛围好，薪酬福利佳”,北京,20,25, 本科, 上市公司, 上市公司,SHGS,BK,ios
127,iOS Leader,武汉-关山,10k-18k,经验3-5年 / 不限,移动互联网 / 成熟型(不需要融资),“带薪年假 全球视野 扁平管理 子女福利”,武汉,10,18, 不限, 成熟型(不需要融资), 成熟型,CSX,QT,ios
128,iOS Leader,杭州-滨江区,10k-20k,经验1-3年 / 本科,"企业服务,数据服务 / 初创型(不需要融资)",“移动开发工程师、重点培养对象”,杭州,10,20, 本科, 初创型(不需要融资), 初创型,CCX,BK,ios
129,iOS Leader,北京-中关村,25k-35k,经验3-5年 / 本科,"广告营销,文化娱乐 / 成熟型(D轮及以上)",“12天年假 六险一金 团队技术氛围好”,北京,25,35, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
130,iOS Leader,合肥-蜀山区,6k-8k,经验1-3年 / 不限,"移动互联网,生活服务 / 初创型(天使轮)","“五险一金,股票期权,带薪年假”",合肥,6,8, 不限, 初创型(天使轮), 初创型,CCX,QT,ios
131,iOS Leader,杭州-余杭区,15k-23k,经验1-3年 / 大专,"移动互联网,社交网络 / 初创型(天使轮)",“高薪水+项目靠谱+团队牛逼”,杭州,15,23, 大专, 初创型(天使轮), 初创型,CCX,DZ,ios
132,iOS Leader,佛山-南海区,4k-8k,经验1年以下 / 本科,"移动互联网,硬件 / 初创型(不需要融资)",“法定休假 五险一金 错峰休假”,佛山,4,8, 本科, 初创型(不需要融资), 初创型,CCX,BK,ios
133,iOS Leader,北京,20k-40k,经验3-5年 / 本科,"移动互联网,O2O / 成熟型(D轮及以上)",“大公司平台”,北京,20,40, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
134,iOS Leader,珠海-香洲区,8k-15k,经验1-3年 / 本科,"移动互联网,生活服务 / 成长型(B轮)",“期权和股权激励，免费午餐晚餐”,珠海,8,15, 本科, 成长型(B轮), 成长型,CZX,BK,ios
135,iOS Leader,成都-高新区,15k-25k,经验5-10年 / 本科,"移动互联网,电子商务 / 成长型(不需要融资)",“五险一金，项目奖金，年底双薪”,成都,15,25, 本科, 成长型(不需要融资), 成长型,CZX,BK,ios
136,iOS Leader,上海-龙华,15k-30k,经验1-3年 / 本科,电子商务 / 成熟型(C轮),“吃饭停车回家 旅游股票医疗 返利为你准备好”,上海,15,30, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
137,资深iOS开发工程师,北京-新街口,20k-35k,经验3-5年 / 本科,"移动互联网,企业服务 / 上市公司",“上市公司，极客汇集，持续的股权激励政策！”,北京,20,35, 本科, 上市公司, 上市公司,SHGS,BK,ios
138,资深iOS开发工程师,北京-中关村,25k-35k,经验3-5年 / 本科,"广告营销,文化娱乐 / 成熟型(D轮及以上)",“技术氛围好 发展空间大 12天年假 六险一金”,北京,25,35, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
139,资深iOS开发工程师,北京,20k-40k,经验3-5年 / 本科,"移动互联网,O2O / 成熟型(D轮及以上)",“弹性时间”,北京,20,40, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
140,资深iOS开发工程师,杭州-余杭区,14k-25k,经验1-3年 / 大专,"移动互联网,社交网络 / 初创型(天使轮)",“高薪水+项目靠谱+团队牛逼”,杭州,14,25, 大专, 初创型(天使轮), 初创型,CCX,DZ,ios
141,资深iOS开发工程师,北京-五道口,15k-25k,经验3-5年 / 本科,移动互联网 / 成长型(不需要融资),“六险一金 定期体检 节假日福利 发展空间大”,北京,15,25, 本科, 成长型(不需要融资), 成长型,CZX,BK,ios
142,资深iOS开发工程师,成都,8k-15k,经验1-3年 / 本科,"移动互联网,文化娱乐 / 成熟型(C轮)",“广阔的发展前景，最IN的移动互联网产品”,成都,8,15, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
143,资深iOS开发工程师,杭州-西兴,10k-20k,经验3-5年 / 本科,移动互联网 / 初创型(天使轮),“待遇好 发展空间大”,杭州,10,20, 本科, 初创型(天使轮), 初创型,CCX,BK,ios
144,资深iOS开发工程师,北京,15k-20k,经验3-5年 / 本科,"移动互联网,医疗健康 / 成长型(A轮)",“牛人带成长快”,北京,15,20, 本科, 成长型(A轮), 成长型,CZX,BK,ios
145,资深iOS开发工程师,重庆-石桥铺,5k-10k,经验1-3年 / 本科,"移动互联网,电子商务 / 初创型(不需要融资)","“双休,绩效奖金,各种补助,高速成长”",重庆,5,10, 本科, 初创型(不需要融资), 初创型,CCX,BK,ios
146,资深iOS开发工程师,北京-上地,14k-20k,经验3-5年 / 本科,"硬件,数据服务 / 成熟型(不需要融资)",“平台好，技术深入，提升空间大，发展机会多”,北京,14,20, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,ios
147,资深iOS开发工程师,哈尔滨-会展…,7k-10k,经验1-3年 / 大专,"移动互联网,O2O / 初创型(未融资)",“有志于实现产品梦想，就不要犹豫了！”,哈尔滨,7,10, 大专, 初创型(未融资), 初创型,CCX,DZ,ios
148,资深iOS开发工程师,西安-高新路,8k-10k,经验3-5年 / 大专,"移动互联网,电子商务 / 初创型(天使轮)",“五险 年终奖 每年涨薪 期权激励 节日补贴”,西安,8,10, 大专, 初创型(天使轮), 初创型,CCX,DZ,ios
149,资深iOS开发工程师,深圳-蛇口,10k-20k,经验1-3年 / 本科,"移动互联网,教育 / 成长型(A轮)",“顶尖产品、早期期权、酷公司”,深圳,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,ios
150,资深iOS开发工程师,杭州-西湖区,15k-30k,经验1-3年 / 本科,移动互联网 / 成长型(A轮),“牛人团队等你来，码农改变世界”,杭州,15,30, 本科, 成长型(A轮), 成长型,CZX,BK,ios
151,资深iOS开发工程师,常州,8k-12k,经验1-3年 / 大专,"电子商务,广告营销 / 成长型(A轮)",“硕士和211、985院校的本科生给予补助”,常州,8,12, 大专, 成长型(A轮), 成长型,CZX,DZ,ios
152,iOS,杭州-余杭区,15k-30k,经验3-5年 / 大专,"移动互联网,社交网络 / 初创型(天使轮)",“高薪水+项目靠谱+团队牛逼”,杭州,15,30, 大专, 初创型(天使轮), 初创型,CCX,DZ,ios
153,iOS,北京,20k-40k,经验3-5年 / 本科,"移动互联网,O2O / 成熟型(D轮及以上)",“福利好，有发展前景”,北京,20,40, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
154,iOS,太原-小店区,8k-10k,经验1-3年 / 不限,"电子商务,O2O / 成长型(A轮)",“工作激情 优美环境 高薪福利 帅哥美女多~”,太原,8,10, 不限, 成长型(A轮), 成长型,CZX,QT,ios
155,iOS,长沙,12k-20k,经验3-5年 / 本科,"移动互联网,金融 / 初创型(天使轮)",“提供最有竞争力的薪酬待遇及期权”,长沙,12,20, 本科, 初创型(天使轮), 初创型,CCX,BK,ios
156,iOS,杭州-翠苑,15k-30k,经验3-5年 / 本科,"移动互联网,社交网络 / 成长型(A轮)",“氛围好、不亚于BAT的薪酬待遇、员工持股”,杭州,15,30, 本科, 成长型(A轮), 成长型,CZX,BK,ios
157,iOS,北京-中关村,30k-45k,经验5-10年 / 本科,"广告营销,文化娱乐 / 成熟型(D轮及以上)",“12天年假 六险一金 团队氛围好 发展空间大”,北京,30,45, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
158,iOS,北京-望京,20k-35k,经验3-5年 / 本科,"移动互联网,教育 / 成熟型(C轮)",“靠谱的平台 有竞争力的薪酬”,北京,20,35, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
159,iOS,上海-古北,22k-33k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(B轮)",“五险一金、补充公积金、13薪、饭贴”,上海,22,33, 本科, 成长型(B轮), 成长型,CZX,BK,ios
160,iOS,成都-高新区,15k-30k,经验1-3年 / 本科,"移动互联网,教育 / 成长型(B轮)",“期权诱惑 有爱环境 发展空间”,成都,15,30, 本科, 成长型(B轮), 成长型,CZX,BK,ios
161,iOS,上海-平凉路,10k-20k,经验1-3年 / 本科,"移动互联网,电子商务 / 成长型(A轮)",“股票期权、晋升空间”,上海,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,ios
162,iOS,长沙-青园,9k-16k,经验3-5年 / 本科,移动互联网 / 初创型(天使轮),“双休 五险一金 年底双薪 工会持股”,长沙,9,16, 本科, 初创型(天使轮), 初创型,CCX,BK,ios
163,iOS,重庆-解放碑,8k-15k,经验3-5年 / 本科,"移动互联网,金融 / 成长型(不需要融资)",“弹性工作 环境优越 大牛带队”,重庆,8,15, 本科, 成长型(不需要融资), 成长型,CZX,BK,ios
164,iOS,北京-大望路,18k-28k,经验3-5年 / 本科,"移动互联网,金融 / 成熟型(不需要融资)","“明星产品,工程师文化,超长年假,福利多多”",北京,18,28, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,ios
165,iOS,北京-中关村,12k-24k,经验3-5年 / 本科,"数据服务,文化娱乐 / 上市公司","“稳定平台,试用全薪,福利年假,带薪病假”",北京,12,24, 本科, 上市公司, 上市公司,SHGS,BK,ios
166,iOS开发工程师,武汉,5k-10k,经验1-3年 / 大专,"移动互联网,金融 / 成熟型(不需要融资)",“周末双休 五险一金 优厚的福利待遇”,武汉,5,10, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,ios
167,iOS开发工程师,北京-上地,13k-16k,经验1-3年 / 本科,"硬件,数据服务 / 成熟型(不需要融资)","“移动开发,技术深入,发展前景”",北京,13,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,ios
168,iOS开发工程师,广州-建设,8k-12k,经验1-3年 / 本科,"电子商务,生活服务 / 成熟型(D轮及以上)","“发展空间大,最热门的,移动端,大平台”",广州,8,12, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
169,iOS开发工程师,上海,20k-30k,经验5-10年 / 本科,企业服务 / 成长型(B轮),“扁平管理 福利多多 大牛团队”,上海,20,30, 本科, 成长型(B轮), 成长型,CZX,BK,ios
170,iOS开发工程师,太原-高新科…,3k-6k,经验1-3年 / 本科,"移动互联网,企业服务 / 初创型(未融资)",“我们不仅有梦想和远方，还有高薪和技术大牛”,太原,3,6, 本科, 初创型(未融资), 初创型,CCX,BK,ios
171,iOS开发工程师,嘉兴-南湖区,8k-13k,经验不限 / 本科,"移动互联网,企业服务 / 成熟型(不需要融资)",“五险一金 提供住宿 员工餐厅”,嘉兴,8,13, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,ios
172,iOS开发工程师,上海-漕宝路,15k-30k,经验3-5年 / 本科,"移动互联网,数据服务 / 成熟型(D轮及以上)",“13薪 12天带薪年假 10天带薪病假”,上海,15,30, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
173,iOS开发工程师,成都-高新区,13k-25k,经验3-5年 / 本科,"移动互联网 ,O2O / 成长型(B轮)",“我的想象中会有一个“攻城师”带我们飞！”,成都,13,25, 本科, 成长型(B轮), 成长型,CZX,BK,ios
174,iOS开发工程师,杭州-西湖区,15k-25k,经验1-3年 / 本科,"金融,数据服务 / 成长型(B轮)",“16薪+ 弹性工作 双休 六险一金 全员mac”,杭州,15,25, 本科, 成长型(B轮), 成长型,CZX,BK,ios
175,iOS开发工程师,上海-吴江路,15k-25k,经验3-5年 / 本科,企业服务 / 成长型(B轮),“大平台 团队靠谱 薪资给力”,上海,15,25, 本科, 成长型(B轮), 成长型,CZX,BK,ios
176,iOS开发工程师,杭州-滨江区,20k-25k,经验5-10年 / 不限,"移动互联网,金融 / 初创型(不需要融资)",“核心员工，期权奖励”,杭州,20,25, 不限, 初创型(不需要融资), 初创型,CCX,QT,ios
177,iOS开发工程师,北京-望京,25k-35k,经验1-3年 / 本科,"移动互联网,广告营销 / 初创型(不需要融资)",“创业团队，团队技术大牛，20万股票+”,北京,25,35, 本科, 初创型(不需要融资), 初创型,CCX,BK,ios
178,iOS开发工程师,成都-石羊,8k-12k,经验3-5年 / 本科,"移动互联网,电子商务 / 成熟型(D轮及以上)",“晋升平台，NICE领导 ，可爱的研发队友”,成都,8,12, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
179,iOS开发工程师,上海-汶水路,10k-20k,经验3-5年 / 大专,"文化娱乐,移动互联网 / 初创型(不需要融资)",“五险一金、双休、节假日福利”,上海,10,20, 大专, 初创型(不需要融资), 初创型,CCX,DZ,ios
180,iOS开发工程师,广州-天河区,10k-15k,经验3-5年 / 大专,移动互联网 / 成长型(A轮),“待遇好，晋升空间大，领导好，美女多。”,广州,10,15, 大专, 成长型(A轮), 成长型,CZX,DZ,ios
181,iOS开发工程师,武汉,15k-30k,经验3-5年 / 本科,移动互联网 / 成长型(B轮),“竞争性的薪酬体系+巨大的发展空间”,武汉,15,30, 本科, 成长型(B轮), 成长型,CZX,BK,ios
182,iOS开发工程师,上海-张江,18k-28k,经验3-5年 / 本科,"移动互联网,教育 / 成熟型(D轮及以上)",“即将上市股权激励、带娃上班、年底多薪”,上海,18,28, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,ios
183,iOS开发工程师,杭州-下城区,15k-30k,经验3-5年 / 本科,"移动互联网,金融 / 初创型(不需要融资)",“福利完善，期权激励，领导nice，氛围好。”,杭州,15,30, 本科, 初创型(不需要融资), 初创型,CCX,BK,ios
184,iOS开发工程师,北京-苏州街,30k-40k,经验5-10年 / 本科,"移动互联网,O2O / 成熟型(C轮)",“谷歌技术氛围，行业技术大咖带队”,北京,30,40, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
185,iOS开发工程师,上海,15k-30k,经验不限 / 本科,"电子商务,金融 / 成熟型(C轮)",“互联网金融，腾讯联想投资”,上海,15,30, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
186,iOS开发工程师,重庆-鸳鸯,10k-20k,经验5-10年 / 本科,"电子商务,生活服务 / 成熟型(C轮)",“萌妹子多 带薪年假 绩效奖金 扁平管理”,重庆,10,20, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
187,iOS开发工程师,北京-上地,17k-23k,经验3-5年 / 本科,"移动互联网,数据服务 / 上市公司",“六险一金，员工宿舍，员工食堂，用餐补助”,北京,17,23, 本科, 上市公司, 上市公司,SHGS,BK,ios
188,iOS开发工程师,杭州,10k-18k,经验3-5年 / 本科,移动互联网 / 上市公司,“五险一金 双休 股票期权 年终奖 国假”,杭州,10,18, 本科, 上市公司, 上市公司,SHGS,BK,ios
189,iOS开发工程师,南京-江宁区,10k-20k,经验3-5年 / 本科,移动互联网 / 上市公司,“产品妹子告诉我，是iOS，不要打错了”,南京,10,20, 本科, 上市公司, 上市公司,SHGS,BK,ios
190,iOS开发工程师,北京-北苑,15k-30k,经验3-5年 / 本科,"移动互联网,硬件 / 成长型(A轮)",“福利好，颜值高，教你弹钢琴、玩吉他~”,北京,15,30, 本科, 成长型(A轮), 成长型,CZX,BK,ios
191,iOS开发工程师,上海-花木,15k-30k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(A轮)",“懂行的老板，高薪酬+股权，超一流办公”,上海,15,30, 本科, 成长型(A轮), 成长型,CZX,BK,ios
192,iOS开发工程师,宁波-江东区,8k-12k,经验1-3年 / 本科,"电子商务,移动互联网 / 初创型(未融资)","“美,美,美”",宁波,8,12, 本科, 初创型(未融资), 初创型,CCX,BK,ios
193,iOS开发工程师,深圳-科技园,15k-30k,经验5-10年 / 大专,"O2O,医疗健康 / 成长型(不需要融资)",“孝亲奖、国内外旅游、”,深圳,15,30, 大专, 成长型(不需要融资), 成长型,CZX,DZ,ios
194,iOS开发工程师,大连-广贤路,4k-6k,经验不限 / 本科,"游戏,其他 / 初创型(未融资)",“提供良好的发展空间和满意的薪酬福利待遇。”,大连,4,6, 本科, 初创型(未融资), 初创型,CCX,BK,ios
195,iOS开发工程师,合肥-蜀山区,5k-10k,经验3-5年 / 本科,移动互联网 / 成长型(A轮),"“行业前景好,提升平台,周末双休,五险”",合肥,5,10, 本科, 成长型(A轮), 成长型,CZX,BK,ios
196,iOS,北京-中关村,15k-30k,经验5-10年 / 本科,"电子商务,生活服务 / 成熟型(C轮)",“六险一金 高速成长 技术大牛”,北京,15,30, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
197,iOS,杭州-三墩,12k-24k,经验3-5年 / 本科,移动互联网 / 成长型(B轮),“新团队 新产品 等你来”,杭州,12,24, 本科, 成长型(B轮), 成长型,CZX,BK,ios
198,iOS,杭州-西兴,10k-16k,经验1-3年 / 本科,游戏 / 成熟型(不需要融资),“15-21薪 公积金全额12%缴纳 团队有大牛”,杭州,10,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,ios
199,iOS,上海-音乐学…,18k-22k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(不需要融资)",“优秀的技术团队支持，工作氛围良好”,上海,18,22, 本科, 成长型(不需要融资), 成长型,CZX,BK,ios
200,iOS,北京-苏州街,18k-30k,经验3-5年 / 本科,"移动互联网,O2O / 成熟型(C轮)","“六险一金,扁平管理,年终奖金,零食水果”",北京,18,30, 本科, 成熟型(C轮), 成熟型,CSX,BK,ios
201,iOS,上海-长征,12k-24k,经验3-5年 / 本科,"电子商务,旅游 / 上市公司",“公司前景好，福利待遇优，平台广阔”,上海,12,24, 本科, 上市公司, 上市公司,SHGS,BK,ios
202,iOS,长春-东南湖…,5k-9k,经验1-3年 / 本科,"移动互联网,教育 / 初创型(未融资)",“成手，发展前景巨大”,长春,5,9, 本科, 初创型(未融资), 初创型,CCX,BK,ios
203,iOS,上海,10k-20k,经验3-5年 / 本科,移动互联网 / 成长型(B轮),“发展空间，实用的培训，竞争力的薪酬福利”,上海,10,20, 本科, 成长型(B轮), 成长型,CZX,BK,ios
204,iOS,无锡-清扬路,8k-16k,经验1-3年 / 本科,数据服务 / 成长型(不需要融资),“福利待遇 优秀团队”,无锡,8,16, 本科, 成长型(不需要融资), 成长型,CZX,BK,ios
